App_ID,游戏名称,最低CPU,最低显卡,最低内存,最低硬盘,最低配置的注意事项,推荐CPU,推荐显卡,推荐内存,推荐硬盘,推荐配置的注意事项
632360,雨中冒险 2,Intel Core i3-6100 / AMD FX-8350,GTX 580 / AMD HD 7870,4 GB RAM,需要 4 GB 可用空间,,Intel Core i5-4670K / AMD Ryzen 5 1500X,GTX 680 / AMD HD 7970,4 GB RAM,需要 4 GB 可用空间,
3932890,Escape from Tarkov,AMD Ryzen 5 3600 or similar,GTX 1660 or similar,16 GB RAM,需要 80 GB 可用空间,,Intel Core i7-14700F or better,RTX 4070 or better,64 GB RAM,需要 80 GB 可用空间,
2185060,双点博物馆,Intel Core i3-8100 or Ryzen 5 1400,Nvidia GeForce GT 1030 (2 GB) or AMD Radeon RX 560 (2 GB) or Intel UHD Graphics 630,6 GB RAM,需要 8 GB 可用空间,"附注事项: Very Low, 720p @ 30 FPS. Microsoft no longer supports Windows 10 or older versions.",Intel Core i5-11600 or AMD Ryzen 5 5600,Nvidia GeForce GTX 1070 (8 GB) or AMD Radeon RX 5600 XT (6 GB) or Intel Arc A750 (8 GB),8 GB RAM,需要 8 GB 可用空间,"附注事项: High, 1080p @ 60 FPS. Microsoft no longer supports Windows 10 or older versions."
252490,Rust,AMD Ryzen 5 1400 or Intel Core i5-6600,"AMD Radeon RX 470, NVIDIA GeForce GTX 1060, Intel® Arc™ A580",12 GB RAM,需要 45 GB 可用空间,附注事项: SSD is highly recommended or expect longer than average load times.,AMD Ryzen 7 3700X or Intel® Core i7-6700K,"AMD Radeon RX 6600XT, NVIDIA GeForce RTX 3060, Intel Arc B580",16 GB RAM,需要 45 GB 可用空间,附注事项: SSD Required
2139460,七日世界,Intel Core i5-4460,Nvidia GTX 750ti 4G / AMD Redeon RX550,8 GB RAM,需要 73 GB 可用空间,附注事项: 推荐使用固态硬盘,Intel Core i7-7700,Nvidia GTX 1060 6G / AMD Redeon RX 580 2304SP / Intel ARC A380,16 GB RAM,需要 73 GB 可用空间,附注事项: 推荐使用固态硬盘
1158310,Crusader Kings III,Intel Core i5-750 | AMD FX 4300,NVIDIA GeForce GTX 660 | AMD Radeon HD 7870 | Intel Arc A310 | Intel Iris Plus G7 | AMD Radeon Vega 11,8 GB RAM,需要 20 GB 可用空间,,Intel Core i5-8400 | AMD Ryzen 5 1600X,NVIDIA GeForce GTX 970 | AMD Radeon RX 480 | Intel Arc A580,16 GB RAM,需要 20 GB 可用空间,
739630,Phasmophobia 恐鬼症,Intel Core i5-4590 / AMD Ryzen 5 2600,NVIDIA GTX 970 / AMD Radeon R9 390,8 GB RAM,需要 21 GB 可用空间,"附注事项: Minimum Specs are for VR, lower specs may work for Non-VR.",Intel Core i5-10600 / AMD Ryzen 5 3600,NVIDIA RTX 2060 / AMD Radeon RX 5700,8 GB RAM,需要 21 GB 可用空间,
2373990,我独自升级：起立·觉醒,i5 4460 3.2 GHz Over or AMD equivalent,NVIDIA® GeForce GTX™ 1050 Over,12 GB RAM,需要 40 GB 可用空间,附注事项: SSD recommended,i5-9400 2.9 GHz Over or AMD equivalent,NVIDIA® GeForce GTX™ 2060 Over,16 GB RAM,需要 40 GB 可用空间,附注事项: SSD recommended
2799860,闪电十一人 英雄们的胜利之路,Intel Core i5-8400 / AMD Ryzen 3 3100,GeForce GTX 750(2GB) /AMD Radeon R7 370(2GB),8 GB RAM,需要 75 GB 可用空间,"附注事项: Estimated performance: 1920x1080@30fps with graphics preset settings at ""Low"".",Intel Core i5-10400 / AMD Ryzen 5 3600,NVIDIA GeForce GTX 1060(6GB) /AMD Radeon RX570(4GB),16 GB RAM,需要 75 GB 可用空间,"附注事项: Estimated performance: 1920x1080@60fps with graphics preset settings at ""Medium""."
728880,Overcooked! 2,Intel i3-2100 / AMD A8-5600k,GeForce GTX 630 / Radeon HD 6570,4 GB RAM,需要 3 GB 可用空间,,Intel i5-650 / AMD A10-5800K,Nvidia GeForce GTX 650 / Radeon HD 7510,,,
400750,Call to Arms - Gates of Hell: Ostfront,,GTX 1070 / RX 5600,16 GB RAM,需要 80 GB 可用空间,附注事项: SSD drive and fast internet connection needed for optimal gameplay,AMD Ryzen 7 3700X,RTX 2070 / RX 6600,32 GB RAM,需要 80 GB 可用空间,附注事项: SSD drive and fast internet connection needed for optimal gameplay
1984270,数码宝贝物语 时空异客,Intel Core i5-8400 /AMD Ryzen5 3600,Nvidia GeForce GTX 970 [4 GB] / AMD Radeon RX 580 [8 GB] /Intel Arc A580 [8 GB],8 GB RAM,需要 27 GB 可用空间,附注事项: 可在画面设置为“低”、1080p/60fps的情况下进行游戏。,Intel Core i7-11700K /AMD Ryzen7 3700X,Nvidia GeForce GTX 980 [4 GB] / AMD Radeon RX Vega 56 [8 GB] / Intel Arc A770 [16 GB],16 GB RAM,需要 27 GB 可用空间,附注事项: 可在画面设置为“高”、1080p/60fps的情况下进行游戏。为使用DirectX 12 API，必须使用Windows 10(Version 1809以上)以及VRAM容量在4GB以上的GPU(图形处理器)。
281990,Stellaris,Intel® iCore™ i3-530 or AMD® FX-6350,"Nvidia® GeForce™ GTX 460 or AMD® ATI Radeon™ HD 5870 (1GB VRAM), or AMD® Radeon™ RX Vega 11 or Intel® HD Graphics 4600",4 GB RAM,需要 10 GB 可用空间,"附注事项: Controller support: 3-button mouse, keyboard and speakers. Special multiplayer requirements: Internet Connection",Intel® iCore™ i5-3570K or AMD® Ryzen™ 5 2400G,Nvidia® GeForce™ GTX 560 Ti (1GB VRAM) or AMD® Radeon™ R7 370 (2 GB VRAM),4 GB RAM,需要 10 GB 可用空间,"附注事项: Controller support: 3-button mouse, keyboard and speakers. Special multiplayer requirements: Internet Connection"
322330,饥荒联机版,1.7+ GHz or better,Radeon HD5450 or better; 256 MB or higher,1 GB RAM,需要 3 GB 可用空间,,,,,,
779340,全面战争：三国,Intel Core 2 Duo 3.00Ghz,GTX 650 Ti 1GB|HD 7850 1GB|Intel UHD Graphics 620,4 GB RAM,需要 60 GB 可用空间,附注事项: 6GB Memory if using integrated GPU.,Intel i5-6600 | Ryzen 5 2600X,GTX 970 | R9 Fury X 4GB VRAM,8 GB RAM,需要 60 GB 可用空间,附注事项: Microsoft no longer supports Windows 10 or older versions.
294100,边缘世界 RimWorld,Core 2 Duo,Intel HD Graphics 4000 or other shader model 4.0,4 GB RAM,需要 1 GB 可用空间,,,,,,
648800,Raft,Intel Core i5 2.6GHz or similar,GeForce GTX 700 series or similar,6 GB RAM,需要 10 GB 可用空间,附注事项: 64-bit operating system is required,Intel Core i5-6600 3.3GHz or similar,GeForce GTX 1050 series or similar,8 GB RAM,需要 10 GB 可用空间,附注事项: 64-bit operating system is required
1030300,Hollow Knight: Silksong,"Intel Core i3-3240, AMD FX-4300","GeForce GTX 560 Ti (1GB), Radeon HD 7750 (1GB)",4 GB RAM,需要 8 GB 可用空间,,Intel Core i5-3470,"GeForce GTX 1050 (2GB), Radeon R9 380 (2GB)",8 GB RAM,需要 8 GB 可用空间,
2567870,Chained Together,Intel Core i5-6600@ 3.1 GHz or AMD R5 1600X @ 3.5 GHz or equivalent,NVIDIA GeForce GTX 1650 or equivalent,8 GB RAM,需要 8 GB 可用空间,附注事项: A high-speed internet connection and a good connection between players are required to play online,Intel Core i5 10400 3.1 GHz or AMD Ryzen 5 2600x 3.1 GHz,NVIDIA GeForce RTX 3060 or equivalent,16 GB RAM,需要 8 GB 可用空间,附注事项: A high-speed internet connection and a good connection between players are required to play online
646570,Slay the Spire,2.0 Ghz,"1Gb Video Memory, capable of OpenGL 3.0+ support (2.1 with ARB extensions acceptable)",2 GB RAM,需要 1 GB 可用空间,,,,,,
270880,American Truck Simulator,Intel Core i5-6400 or AMD Ryzen 3 1200 or similar,NVIDIA GeForce GTX 660 or AMD Radeon RX 460 or Intel HD 630 (2GB VRAM),8 GB RAM,需要 25 GB 可用空间,附注事项: Disk Space for American Truck Simulator base game,Intel Core i5-9600 or AMD Ryzen 5 3600 or similar,NVIDIA GeForce GTX 1660 or AMD Radeon RX 590 (2GB VRAM),12 GB RAM,需要 25 GB 可用空间,附注事项: Disk Space for American Truck Simulator base game
359550,彩虹六号：围攻X,AMD Ryzen 3 3100 / Intel i3-8100,Nvidia GTX 1650 4GB / AMD RX 5500XT 4GB / Intel ARC A380 6GB,8 GB RAM,需要 65 GB 可用空间,"附注事项: For an up-to-date list of supported chipsets, please visit the FAQ for this game on our support website. Game contains BattleEye anti-cheat technology.",AMD Ryzen5 3600 / Intel i5-10400,NVIDIA RTX 2060 6GB / AMD RX 6600 8GB,8 GB RAM,需要 65 GB 可用空间,"附注事项: For an up-to-date list of supported chipsets, please visit the FAQ for this game on our support website. Game contains BattleEye anti-cheat technology."
2384580,真・三国无双 起源,"Intel Core i5-8400 or higher, AMD Ryzen 5 2600 or higher","NVIDIA GeForce GTX 1060 (VRAM 6GB) or better, AMD Radeon RX 590 (VRAM 8GB) or better",12 GB RAM,需要 50 GB 可用空间,"附注事项: Based on a display resolution of 1920x1080 and a frame rate of 30FPS, with the Graphics Quality set to ""Low"" and the Texture Quality set to ""Low."" Note: Windows® 11 system requirements apply when using that OS.","Intel Core i7-7700K or higher, AMD Ryzen 7 5700X or higher","NVIDIA GeForce RTX 2070 (VRAM 8GB) or better, AMD Radeon RX 5700 XT (VRAM 8GB) or better",16 GB RAM,需要 50 GB 可用空间,"附注事项: Based on a display resolution of 1920x1080 and a frame rate of 60FPS, with the Graphics Quality set to ""High"" and the Texture Quality set to ""High."" Note: - If you are using a widescreen monitor or a monitor with a resolution higher than Full HD, additional VRAM capacity may be required depending on your settings. - Windows® 11 system requirements apply when using that OS."
1260320,猛兽派对,Intel Core i5 或 AMD 同等配置,"NVIDIA GTX 750-Ti 或 AMD RX 550, 2GB VRam",8 GB RAM,需要 12 GB 可用空间,,Intel Core i5 7500K 或 AMD 同等配置,"NVIDIA GTX 1060 或 AMD RX 580, 4GB VRam 或 Intel Arc A380",16 GB RAM,需要 12 GB 可用空间,
1145350,Hades II,Dual Core 2.4 GHz,"GeForce GTX 950, Radeon R7 360, or Intel HD Graphics 630",8 GB RAM,需要 10 GB 可用空间,,Quad Core 2.4ghz,"GeForce RTX 2060, Radeon RX 5600 XT, or Intel Arc A580",16 GB RAM,需要 10 GB 可用空间,
306130,《上古卷轴®OL》,Intel® Core™ i5 2300 or AMD FX4350,Direct X 11.0 compliant video card with 1GB RAM (NVIDIA® GeForce® 560 or AMD Radeon™ 6870),4 GB RAM,需要 150 GB 可用空间,,Intel® Core™ i5 2300 or AMD FX4350,Direct X 11.0 compliant video card with 4GB of RAM (NVIDIA® GeForce® GTX 970 or AMD Radeon™ RX 570) or higher,8 GB RAM,需要 150 GB 可用空间,
3101040,魔法少女的魔女审判,Generic Dual Core Processor,Recent DirectX 11-capable GPUs (incl. Integrated Graphics),6 GB RAM,需要 6 GB 可用空间,附注事项: Vulkan graphic API available via `-force-vulkan` argument for diagnosing purpose. All the information here may subject to change without prior notice.,AMD Ryzen 7 2700 (8 cores / 16 threads),GeForce RTX 2060,16 GB RAM,需要 10 GB 可用空间,附注事项: Provisional information as per development validation. Subject to change in the future when further optimization is implemented
2183900,"Warhammer 40,000: 星际战士2",AMD Ryzen 5 2600X / Intel Core i5-8600K,"6 GB VRAM, AMD Radeon RX 580 / Nvidia GeForce GTX 1060",8 GB RAM,需要 75 GB 可用空间,"附注事项: SSD required. 30 FPS in 1920x1080 with ""Low"" preset.",AMD Ryzen 7 5800X / Intel Core i7-12700,"8 GB VRAM, AMD Radeon RX 6800 XT / Nvidia GeForce RTX 3070",16 GB RAM,需要 75 GB 可用空间,"附注事项: SSD required. 60 FPS in 1920x1080 with the ""Ultra"" preset."
552500,Warhammer: Vermintide 2,Intel Core i5-2300 @ 2.80 GHz / AMD FX-4350 @ 4.2 GHz,NVIDIA GeForce GTX 460 or AMD Radeon HD 5870,6 GB RAM,需要 60 GB 可用空间,,Intel Core i7- 3770 @ 3.5 GHz or AMD FX-8350 @ 4 GHz,NVIDIA GeForce GTX 970/1060 or ATI Radeon R9 series,8 GB RAM,需要 60 GB 可用空间,
1326470,Sons Of The Forest,INTEL CORE I5-8400 or AMD RYZEN 3 3300X,NVIDIA GeForce GTX 1060 3GB or AMD Radeon RX 570 4GB,12 GB RAM,需要 20 GB 可用空间,附注事项: SSD (Preferred),INTEL CORE I7-8700K or AMD RYZEN 5 3600X,NVIDIA GeForce 1080Ti or AMD Radeon RX 5700 XT,16 GB RAM,需要 20 GB 可用空间,附注事项: SSD (Preferred)
1144400,千恋＊万花,Core2Duo 2.4Ghz,256M,2 GB RAM,需要 10 GB 可用空间,,,,,,
105600,Terraria,1.6 Ghz,128 MB 显存，能够运行 Shader Model 1.1,512 MB,,,Dual Core 3.0 Ghz,"256mb Video Memory, capable of Shader Model 2.0+",4GB,200MB,
2958130,侏罗纪世界：进化 3,Intel i5-6600K / AMD Ryzen 5 2600,NVIDIA GeForce GTX 1060 (6GB VRAM) / AMD Radeon RX 5600XT (6GB VRAM) / Intel Arc A750 (8GB VRAM),16 GB RAM,需要 25 GB 可用空间,附注事项: SSD Recommended,Intel i7-10700K / AMD Ryzen 7 5800,NVIDIA GeForce RTX 2070 Super (8GB VRAM) / AMD Radeon RX 6700 XT (12GB VRAM) / Intel Arc B580 (12GB VRAM),16 GB RAM,需要 25 GB 可用空间,附注事项: SSD Required
2074920,The First Descendant,Intel i5-3570 / AMD FX-8350,GeForce GTX 1050Ti / AMD Radeon RX 570 / Intel Arc A380,8 GB RAM,需要 50 GB 可用空间,附注事项: SSD Recommended. VRAM 4GB or above.,Intel i7-7700K / AMD Ryzen 5 2600X,GeForce RTX 2060 / AMD Radeon RX 5600XT / Intel Arc A750,16 GB RAM,需要 50 GB 可用空间,附注事项: SSD Recommended.
3489700,剑星,Intel® Core™ i5-7600k Processor / AMD Ryzen™ 5 1600X Processor,NVIDIA GeForce GTX 1060 6GB or AMD Radeon RX 580 8GB,16 GB RAM,需要 75 GB 可用空间,"附注事项: 1080P. Graphics Quality Preset “Low”. 60FPS Target. HDD Supported, SSD Recommended.",Intel® Core™ i5-8400 Processor / AMD Ryzen™ 5 3600X Processor,NVIDIA GeForce RTX 2060 SUPER or AMD Radeon RX 5700 XT,16 GB RAM,需要 75 GB 可用空间,附注事项: 1440p. Graphics Quality Preset “Medium”.  60FPS Target. SSD Required.
594650,猎杀：对决 1896,Intel CPU 7th Gen 7700 / AMD Ryzen 5 2600,"NVIDIA GTX 1650 Super or AMD Radeon RX 5500 XT, with a minimum of 4GB of VRAM",8 GB RAM,需要 75 GB 可用空间,附注事项: Best experienced with headphones and on a SSD drive,Intel CPU 8th Gen 8700 / AMD Ryzen 5 2700,"RTX 2060 Super / AMD 6600 XT, with a minimum of 8GB of VRAM",12 GB RAM,需要 75 GB 可用空间,附注事项: Best experienced with headphones and on a SSD drive
3548580,放松时光：与你共享Lo-Fi故事,Intel Core i5-7400,NVIDIA GeForce GTX 1050 Ti,8 GB RAM,需要 5 GB 可用空间,,Intel Core i7-9700,NVIDIA GeForce RTX 2060,8 GB RAM,需要 5 GB 可用空间,
3855540,BLACK SOULS II,3+ GHz Processor,DirectX 11/OpenGL 4.1 capable GPU,4 GB RAM,需要 2 GB 可用空间,,3+ GHz Processor,"OpenGL ES 2.0 hardware driver support required for WebGL acceleration. (AMD Catalyst 10.9, nVidia 358.50)",8 GB RAM,需要 4 GB 可用空间,
1962663,使命召唤®：战争地带™,Intel® Core™ i3-6100 / Core™ i5-2500K 或 AMD Ryzen™ 3 1200,NVIDIA® GeForce® GTX 960 或 AMD Radeon™ RX 470 - DirectX 12.0 兼容系统,8 GB RAM,需要 125 GB 可用空间,,Intel® Core™ i5-6600K / Core™ i7-4770 或 AMD Ryzen™ 5 1400,NVIDIA® GeForce® GTX 1060 或 AMD Radeon RX 580 - DirectX 12.0 兼容系统,12 GB RAM,需要 125 GB 可用空间,
1966720,Lethal Company,Intel Core i5-7400 CPU @ 3.00GHz ; Shader Model 5,NVIDIA GForce GTX 1050,,需要 2 GB 可用空间,,,,,,
1466860,Age of Empires IV: Anniversary Edition,Intel Core i5-6300U or AMD Ryzen 5 2400G | CPU with AVX support required,Intel HD 520 or AMD Radeon RX Vega 11,8 GB RAM,需要 50 GB 可用空间,,3.6 GHz 6-core (Intel i5) or AMD Ryzen 5 1600 | CPU with AVX support required,Nvidia GeForce 970 GPU or AMD Radeon RX 570 GPU with 4GB of VRAM,16 GB RAM,需要 50 GB 可用空间,附注事项: 4 GB of video RAM and 16 GB of system RAM
477160,人类一败涂地 / Human Fall Flat,Intel Core2 Duo E6750 (2 * 2660) or equivalent | AMD Athlon 64 X2 Dual Core 6000+ (2 * 3000) or equivalent,GeForce GT 740 (2048 MB) or equivalent | Radeon HD 5770 (1024 MB),1024 MB RAM,需要 500 MB 可用空间,,Intel Core2 Quad Q9300 (4 * 2500) or equivalent | AMD A10-5800K APU (4*3800) or equivalent,GeForce GTX 460 (1024 MB) or equivalent | Radeon HD 7770 (1024 MB),2048 MB RAM,需要 500 MB 可用空间,
668580,原子之心,AMD Ryzen 3 1200 or Intel Core i5-2500,"4 GB VRAM, AMD Radeon R9 380 or NVIDIA GeForce GTX 960",8 GB RAM,需要 90 GB 可用空间,"附注事项: 30 FPS, 1920x1080 in low",AMD Ryzen 5 2600X or Intel Core i7-7700K,"8 GB VRAM, AMD RX 6700 XT or NVIDIA GeForce RTX 2070",16 GB RAM,需要 90 GB 可用空间,"附注事项: SSD recommended, 60 FPS, 1920x1080 in ultra"
304390,《荣耀战魂》,Intel Core i3-4150 | AMD FX-4300 or equivalent,NVIDIA GeForce GTX950 / GTX1050 with 2 GB VRAM | AMD Radeon R9 270 / R9 370 / RX460 with 2 GB VRAM,4 GB RAM,需要 90 GB 可用空间,附注事项: Mouse and Keyboard supported. Game contains EasyAntiCheat anti-cheat technology and Denuvo anti-tamper technology.,Intel Core i5-7500 | AMD Ryzen 5 1400 or equivalent,NVIDIA GeForce GTX1060 with 3 GB VRAM or more | AMD Radeon RX580 with 4 GB VRAM or more,8 GB RAM,需要 90 GB 可用空间,附注事项: Mouse and Keyboard supported. Game contains EasyAntiCheat anti-cheat technology and Denuvo anti-tamper technology.
413410,Danganronpa: Trigger Happy Havoc,2.8 GHz Intel Core 2 Duo or better,OpenGL 3.2 or DirectX 9.0c compatible GPU with at least 1GB of VRAM,3 GB RAM,需要 5 GB 可用空间,,Intel(R) Core(TM) i5-3470 or better,OpenGL 3.2 or DirectX 9.0c compatible GPU with at least 1GB of VRAM,4 GB RAM,需要 6 GB 可用空间,
2527500,米塔 MiSide,"Intel Core i5-2300 @ 2,80 GHz, AMD FX 8120 @ 3.1 GHz","NVIDIA GT 630 / 650m, AMD Radeon HD6570 or equivalent",4 GB RAM,需要 2 GB 可用空间,,"Intel i7 920 @ 2.7 GHz, AMD Phenom II 945 @ 3.0 GHz",NVIDIA GTX 1050,8 GB RAM,需要 2 GB 可用空间,
2948190,World of Sea Battle,Intel Core i5-4570 3.2 GHz or AMD Phenom(tm) II X4 B60 3.3 GHz,GeForce GTX 460 1GB or AMD Radeon HD 6850 1GB (must support shader 5 model),2 GB RAM,需要 1 GB 可用空间,,Intel Core i7-3770 3.4 GHz or AMD FX-9370 4.4 GHz,GeForce GTX 660 2GB or AMD Radeon HD 7850 2GB (must support shader 5 model),4 GB RAM,需要 2 GB 可用空间,
262060,Darkest Dungeon®,,Open GL 3.2+ Compliant,2 GB RAM,需要 2 GB 可用空间,"附注事项: 1080p, 16:9 recommended",,Open GL 3.2+ Compliant,4 GB RAM,需要 2 GB 可用空间,"附注事项: 1080p, 16:9 recommended"
766570,Russian Fishing 4,Intel® i5 3Ghz,GTX 760,8 GB RAM,需要 40 GB 可用空间,,Intel® i5 3.5Ghz,GTX 1060,8 GB RAM,需要 40 GB 可用空间,
582010,Monster Hunter: World,Intel® Core™ i5 4460 或 Core™ i3 9100F 或 AMD FX™-6300 或 Ryzen™ 3 3200G,NVIDIA® GeForce® GTX 760 或 GTX1050 或 AMD Radeon™ R7 260x 或 RX 560,8 GB RAM,需要 52 GB 可用空间,附注事项: ・可在画面设置为“低”、1080p/30fps的情况下进行游戏。 ・必须使用64位处理器与操作系统。,Intel® Core™ i7 3770 或 Core™ i3 8350 或 Core™ i3 9350F 或 AMD Ryzen™ 5 1500X 或 Ryzen™ 5 3400G,NVIDIA® GeForce® GTX 1060(VRAM 3GB) 或 GTX 1650 或 AMD Radeon™ RX 480 或 RX 570,8 GB RAM,需要 52 GB 可用空间,附注事项: ・可在画面设置为“高”、1080p/30fps的情况下进行游戏。・必须使用64位处理器与操作系统。 ・为使用DirectX 12 API，必须使用Windows 10(Version 1809以上)以及VRAM容量在4GB以上的GPU(图形处理器)。
2379780,Balatro,Intel Core i3,"OpenGL 2.1 compatible graphics card, integrated graphics",1 GB RAM,需要 150 MB 可用空间,,,,,,
3347970,少女前线,Intel Core i5,NVIDIA GeForce GTX750 or Radeon HD 7790,8 GB RAM,需要 20 GB 可用空间,,Intel Core i5,NVIDIA GeForce GTX750 or Radeon HD 7790,8 GB RAM,需要 20 GB 可用空间,
3117820,苏丹的游戏,i5-3570K,GTX 560,1 GB RAM,需要 3 GB 可用空间,,i7 7700k,GTX 1070,4 GB RAM,需要 5 GB 可用空间,
1829980,星光咖啡馆与死神之蝶,Core2Duo 2.4Ghz,256M,2 GB RAM,需要 10 GB 可用空间,,,,,,
1040200,Crime Scene Cleaner,i5-7500 or similar,GTX 1060,16 GB RAM,需要 35 GB 可用空间,附注事项: 不支持集成显卡。Intel ARC系列可能尚未支持。,i5-10600 or similar,RTX 2070 SUPER,16 GB RAM,需要 35 GB 可用空间,附注事项: 不支持集成显卡。Intel ARC系列可能尚未支持。
