App_ID,游戏名称,最低CPU,最低显卡,最低内存,最低硬盘,最低配置的注意事项,推荐CPU,推荐显卡,推荐内存,推荐硬盘,推荐配置的注意事项
552990,World of Warships,"Intel® Core™ i3-3210 @ 3.2GHz, AMD Athlon™ II X2 245 @ 2.9 GHz","1280×720; NVIDIA® GeForce® GT 640, AMD Radeon™ R7 240, Intel® HD 4000",6 GB RAM,需要 61 GB 可用空间,附注事项: 由于技术原因，只支持使用Steam版本创建的游戏账号。,"Intel® Core™ i5-4460 @ 3.2 GHz, AMD FX-8320 @ 3.5 GHz","1920×1080; NVIDIA® GeForce® GTX 770, AMD Radeon™ R9 270X 4Gb",8 GB RAM,需要 63 GB 可用空间,附注事项: 由于技术原因，只支持使用Steam版本创建的游戏账号。
578080,PUBG: BATTLEGROUNDS,Intel Core i5-4430 / AMD FX-6300,NVIDIA GeForce GTX 960 2GB / AMD Radeon R7 370 2GB,8 GB RAM,需要 40 GB 可用空间,,Intel Core i5-6600K / AMD Ryzen 5 1600,NVIDIA GeForce GTX 1060 3GB / AMD Radeon RX 580 4GB,16 GB RAM,需要 50 GB 可用空间,
1091500,赛博朋克 2077,Core i7-6700 or Ryzen 5 1600,GeForce GTX 1060 6GB or Radeon RX 580 8GB or Arc A380,12 GB RAM,需要 70 GB 可用空间,"附注事项: SSD required. Attention: In this game you will encounter a variety of visual effects that may provide seizures or loss of consciousness in a minority of people. If you or someone you know experiences any of the above symptoms while playing, stop and seek medical attention immediately.",Core i7-12700 or Ryzen 7 7800X3D,GeForce RTX 2060 SUPER or Radeon RX 5700 XT or Arc A770,16 GB RAM,需要 70 GB 可用空间,附注事项: SSD required.
230410,Warframe 星际战甲,"Intel Core i7 860, Intel Core i5 750, 或者 AMD FX-4100 (需要支持 SSE 4.2)",支持 DirectX 11+ 的显卡,4 GB 内存,网络:,请注意：目前不支持 Mac 或 Linux 。,,,,,
730,Counter-Strike 2,4 硬件线程 CPU——英特尔® 酷睿™ i5 750 或以上,显卡须为 1 GB 或以上，且应兼容 DirectX 11 并支持 Shader Model 5.0,8 GB RAM,需要 85 GB 可用空间,,,,,,
1172470,Apex Legends™,"AMD FX 4350 or Equivalent, Intel Core i3 6300 or Equivalent","AMD Radeon™ HD 7790 (2 GB), NVIDIA GeForce® GTX 950",6 GB RAM,需要 75 GB 可用空间,附注事项: ~3.8GB for 1 localized language,Ryzen 5 CPU or Equivalent,"AMD Radeon™ R9 290, NVIDIA GeForce® GTX 970",8 GB RAM,需要 75 GB 可用空间,附注事项: ~3.8GB for 1 localized language
1808500,ARC Raiders,Intel Core i5-6600K or AMD Ryzen R5 1600 processor,NVIDIA GeForce GTX 1050 Ti or AMD Radeon RX 580 or Intel Arc A380,12 GB RAM,,,Intel Core i5-9600K or AMD Ryzen 5 3600 processor,NVIDIA GeForce RTX 2070 or AMD Radeon RX 5700 XT or Intel Arc B570,16 GB RAM,,
2622380,艾尔登法环 黑夜君临,Intel Core i5-10600 / AMD RYZEN 5 5500,NVIDIA GeForce GTX 1060 3GB / AMD Radeon RX 580 4GB,12 GB RAM,需要 30 GB 可用空间,,Intel Core i5-11500 / AMD RYZEN 5 5600,NVIDIA GeForce GTX 1070 8GB / AMD Radeon RX Vega-56 8GB,16 GB RAM,需要 30 GB 可用空间,
2807960,战地风云™ 6,"Intel Core i5-8400, AMD Ryzen 5 2600","Nvidia RTX 2060, AMD Radeon RX 5600 XT 6GB, Intel Arc A380",16 GB RAM,需要 55 GB 可用空间,附注事项: TPM 2.0 Enabled UEFI SECURE BOOT Enabled HVCI Capable VBS Capable,"Intel Core i7-10700, AMD Ryzen 7 3700X","Nvidia RTX 3060Ti, AMD Radeon RX 6700-XT, Intel Arc B580",16 GB RAM,需要 80 GB 可用空间,附注事项: TPM 2.0 Enabled UEFI SECURE BOOT Enabled HVCI Capable VBS Capable
261550,Mount & Blade II: Bannerlord,Intel® Core™ i3-8100 / AMD Ryzen™ 3 1200,Intel® UHD Graphics 630 / NVIDIA® GeForce® GTX 660 2GB / AMD Radeon™ HD 7850 2GB,6 GB RAM,需要 60 GB 可用空间,附注事项: 集成显卡额外需要 2 GB 系统内存。以上仅为估算配置，可能会在游戏正式推出时发生变化。,Intel® Core™ i5-9600K / AMD Ryzen™ 5 3600X,NVIDIA® GeForce® GTX 1060 3GB / AMD Radeon™ RX 580,8 GB RAM,需要 60 GB 可用空间,附注事项: 以上仅为估算配置，可能会在游戏正式推出时发生变化。
1449850,Yu-Gi-Oh! Master Duel,Intel Core i5-9400F,NVIDIA GeForce GTX 1650,8 GB RAM,需要 64 GB 可用空间,附注事项: 1280 x 720 monitor resolution,Intel Core i5-11400F,NVIDIA GeForce RTX 3060,16 GB RAM,需要 128 GB 可用空间,附注事项: 1920 x 1080 monitor resolution
3472040,NBA 2K26,Intel® Core™ i3-9100 or AMD Ryzen™ 3 1200,NVIDIA® GeForce® GTX 1060 5 GB or AMD Radeon™ RX 5500 XT 4 GB or Intel® Arc™ A580,8 GB RAM,需要 110 GB 可用空间,"附注事项: SSD Required. Dual-analog Gamepad recommended. Initial installation requires one-time internet connection for Steam authentication; software installations required (included with the game) include DirectX and Visual C++ Redistributable 2019. In order to play NBA 2K26 on PC, you need a processor capable of supporting AVX2 and a graphics card capable of supporting DirectX feature level 12.0.",Intel® Core™ i5-10600 or AMD Ryzen™ 5 3600X,NVIDIA® GeForce® RTX 2070 8 GB or AMD Radeon™ RX 5700 8 GB or Intel® Arc™ A770,16 GB RAM,需要 110 GB 可用空间,"附注事项: SSD Required. Dual-analog Gamepad recommended. Initial installation requires one-time internet connection for Steam authentication; software installations required (included with the game) include DirectX and Visual C++ Redistributable 2019. In order to play NBA 2K26 on PC, you need a processor capable of supporting AVX2 and a graphics card capable of supporting DirectX feature level 12.0."
292030,巫师 3：狂猎,Intel CPU Core i5-2500K 3.3GHz / AMD A10-5800K APU (3.8GHz),Nvidia GPU GeForce GTX 660 / AMD GPU Radeon HD 7870,6 GB RAM,需要 50 GB 可用空间,,Intel Core i5-7400 / Ryzen 5 1600,Nvidia GTX 1070 / Radeon RX 480,8 GB RAM,需要 50 GB 可用空间,
570,Dota 2,2.8GHz 的英特尔双核处理器或超威处理器,"nVidia GeForce 8600/9600GT, ATI/AMD Radeon HD2600/3600",4 GB RAM,需要 60 GB 可用空间,,,,,,
990080,霍格沃茨之遗,Intel Core i5-6600 (3.3Ghz) or AMD Ryzen 5 1400 (3.2Ghz),NVIDIA GeForce GTX 960 4GB or AMD Radeon RX 470 4GB,16 GB RAM,需要 85 GB 可用空间,"附注事项: SSD (Preferred), HDD (Supported), 720p/30 fps, Low Quality Settings",Intel Core i7-8700 (3.2Ghz) or AMD Ryzen 5 3600 (3.6 Ghz),NVIDIA GeForce 1080 Ti or AMD Radeon RX 5700 XT or INTEL Arc A770,16 GB RAM,需要 85 GB 可用空间,"附注事项: SSD, 1080p/60 fps, High Quality Settings"
3240220,Grand Theft Auto V 增强版,Intel® Core™ i7-4770 | AMD FX™-9590,NVIDIA GeForce® GTX 1630 (4GB VRAM) | AMD Radeon™ RX 6400 (4GB VRAM),8 GB RAM,需要 105 GB 可用空间,"附注事项: SSD Required | Over time downloadable content and programming changes will change the system requirements for this game. Please refer to your hardware manufacturer and for current compatibility information. Some system components such as mobile chipsets, integrated, and AGP graphics cards may be incompatible. Unlisted specifications may not be supported by publisher. Other requirements: Installation and online play requires log-in to Rockstar Games account (minimum age varies) network; internet connection required for activation, online play, and periodic entitlement verification; software installations required including Rockstar Games Launcher, DirectX, Chromium, and Microsoft Visual C++ 2008 sp1 Redistributable Package, and authentication and verification software that recognizes certain hardware attributes for entitlement, digital rights management, anti-cheat and moderation software, system, and other support purposes. *Compatible PC and/or device required. 3D Audio via Windows Spatial Sound compatible audio systems",Intel® Core™ i5-9600K | AMD Ryzen™ 5 3600,NVIDIA GeForce® RTX 3060 (8GB VRAM) | AMD Radeon™ RX 6600XT (8GB VRAM),16 GB RAM,需要 105 GB 可用空间,附注事项: SSD with DirectStorage-compatibility
1142710,全面战争：战锤3,Intel i3/Ryzen 3 series,Nvidia GTX 900/AMD RX 400 series | Intel Iris Xe Graphics,6 GB RAM,需要 120 GB 可用空间,附注事项: This game may be updated over time and have paid for and free. additional content released for it. Please be aware that this may increase the minimum requirements for running the game above the specification stated here. Microsoft no longer supports Windows 10 or older versions.,Intel i5/Ryzen 5 series,Nvidia GeForce GTX 1660 Ti/AMD RX 5600-XT/Intel Arc A750,8 GB RAM,需要 120 GB 可用空间,附注事项: 8GB Memory if using integrated GPU. Microsoft no longer supports Windows 10 or older versions.
2507950,三角洲行动,Intel Core i3-4150 / AMD FX-6300,Nvidia Geforce GTX 660 / AMD HD 7870 / Intel Arc A380,8 GB RAM,需要 88 GB 可用空间,,Intel Core i5-6500 / AMD Ryzen 5 1500x,Nvidia Geforce GTX 1060 5G / AMD RX5500 XT / Intel Arc A580,16 GB RAM,需要 88 GB 可用空间,
1426210,双人成行,Intel Core i3-2100T or AMD FX 6100,Nvidia GeForce GTX 660 or AMD R7 260x,8 GB RAM,需要 50 GB 可用空间,,Intel Core i5 3570K or AMD Ryzen 3 1300x,Nvidia GeForce GTX 980 or AMD R9 290X,16 GB RAM,需要 50 GB 可用空间,
227300,Euro Truck Simulator 2,Intel Core i5-6400 or AMD Ryzen 3 1200 or similar,NVIDIA GeForce GTX 660 or AMD Radeon RX 460 or Intel HD 630 (2GB VRAM),8 GB RAM,25 GB available space (Euro Truck Simulator 2 base game),,Intel Core i5-9600 or AMD Ryzen 5 3600 or similar,NVIDIA GeForce GTX 1660 or AMD Radeon RX 590 (2GB VRAM),12 GB RAM,25 GB available space (Euro Truck Simulator 2 base game),
3167020,逃离鸭科夫,intel Core i7-9700/AMD Ryzen 5 5600,NVIDIA GeForce GTX 1060/AMD Radeon RX 6500 XT,8 GB RAM,需要 16 GB 可用空间,,intel Core i7-9700/AMD Ryzen 7 5700,NVIDIA GeForce GTX 2060/AMD Radeon RX 6600,16 GB RAM,需要 16 GB 可用空间,
3405690,EA SPORTS FC™ 26,AMD Ryzen 5 1600 or Intel Core i5 6600k,AMD RX 570 or Nvidia GTX 1050 Ti,8 GB RAM,需要 100 GB 可用空间,,AMD Ryzen 7 2700X or Intel Core i7 6700,AMD RX 5600 XT or Nvidia GTX 1660,12 GB RAM,需要 100 GB 可用空间,
3014320,歧路旅人0 OCTOPATH TRAVELER 0,AMD Ryzen™ 3 2300X / Intel® Core™ i3-8100,AMD Radeon™ RX 470 / NVIDIA® GeForce® GTX 960,8 GB RAM,需要 10 GB 可用空间,"附注事项: 1920 × 1080, Graphics Preset ""Low"", 30FPS",AMD Ryzen™ 5 2600 / Intel® Core™ i5-8400,AMD Radeon™ RX 5600XT / NVIDIA® GeForce® GTX 1070 / Intel® Arc™ A580,16 GB RAM,需要 10 GB 可用空间,"附注事项: 1920x1080, Graphics Preset ""Ultra"", 60FPS"
1361210,战锤40K：暗潮,Intel i5-6600 (3.30GHz) OR AMD Ryzen 2400G (3.6 GHz),NVIDIA GeForce GTX 970 OR AMD Radeon RX 570,8 GB RAM,需要 72 GB 可用空间,,Intel i7-9700K (3.70GHz) OR AMD Ryzen 5 3600 (4.2GHz),NVIDIA GeForce RTX 3060 / RTX 2060 OR AMD Radeon RX 5700 XT,16 GB RAM,需要 72 GB 可用空间,附注事项: An SSD storage device is highly recommended
1973530,Limbus Company,Intel Core i5,GeForce GT 1030,8 GB RAM,需要 10 GB 可用空间,,Intel Core i5,GeForce GT 1030,8 GB RAM,需要 10 GB 可用空间,
1203220,永劫无间,Intel i5 4代 或 AMD FX 6300,NVIDIA GeForce GTX 750TI、Intel Arc A380或AMD HD 6950及同等型号显卡,8 GB RAM,需要 55 GB 可用空间,附注事项: a) 可在720p/60fps的情况下进行游戏; b)为了更流畅的游戏体验，我们建议您将游戏安装在SSD硬盘上,Intel i7 7代,NVIDIA GeForce GTX 1060 6G、Intel Arc A750或AMD RX480及同等型号显卡,16 GB RAM,需要 55 GB 可用空间,附注事项: a) 可在1080p/60fps的情况下进行游戏; b)为了更流畅的游戏体验，我们建议您将游戏安装在SSD硬盘上
1085660,命运2,Intel® Core™ i3 3250 3.5 GHz or Intel Pentium G4560 3.5 GHz / AMD FX-4350 4.2 GHz,NVIDIA® GeForce® GTX 660 2GB or GTX 1050 2GB / AMD Radeon HD 7850 2GB,6 GB RAM,需要 105 GB 可用空间,附注事项: 在特定区域使用网络加速器或许能带来更好的游戏体验,Processor Intel® Core™ i5 2400 3.4 GHz or i5 7400 3.5 GHz / AMD Ryzen R5 1600X 3.6 GHz,Video NVIDIA® GeForce® GTX 970 4GB or GTX 1060 6GB / AMD R9 390 8GB Memory 8 GB RAM,8 GB RAM,需要 105 GB 可用空间,附注事项: 在特定区域使用网络加速器或许能带来更好的游戏体验
381210,黎明杀机,Intel Core i3-4170或AMD FX-8120,可兼容DX11的GeForce GTX 460 1GB或AMD HD 6850 1GB,8 GB RAM,需要 50 GB 可用空间,"附注事项: With these requirements, it is recommended that the game is played on Low quality settings.",Intel Core i3-4170或AMD FX-8300或更高,可兼容DX11的GeForce 760或AMD HD 8800或拥有4GB RAM的更高款,8 GB RAM,需要 50 GB 可用空间,
3527290,PEAK,Intel Core i5 @ 2.5 GHz or equivalent,GTX 1060 or RX 6600 XT,8 GB RAM,需要 4 GB 可用空间,附注事项: Requires a 64-bit processor and operating system,Intel Core i5 @ 3.0 GHz or AMD Ryzen 5 or equivalent,RTX 2060 or RX 7600xt or equivalent,16 GB RAM,需要 6 GB 可用空间,附注事项: Requires a 64-bit processor and operating system
3274580,纪元117：罗马和平,Intel 7th Gen: Intel Core i7-7700 or AMD Ryzen 5 1600,NVIDIA GeForce GTX 1660 (6GB) or AMD Radeon RX-5600 XT (6GB),16 GB RAM,需要 117 GB 可用空间,附注事项: CPU must support AVX2 / SSD Required,Intel 9th Gen: Intel Core i5-9600k or AMD Ryzen 5 3600,NVIDIA GeForce RTX 2070 (8GB) or AMD Radeon RX-6600 XT (8GB),16 GB RAM,需要 117 GB 可用空间,附注事项: CPU must support AVX2 / SSD Required
2290180,极限国度,Intel i5-4460 / AMD Ryzen 5 1400,Nvidia GeForce GTX 970 (4GB) / AMD RX 470 (4 GB),8 GB RAM,需要 20 GB 可用空间,附注事项: Windows Compatible Mouse & Keyboard. Online conneciton required. Controller highly recommended,Intel i7-4790 / AMD Ryzen 5 1600,Nvidia GeForce GTX 1060 (6 GB) / AMD Radeon RX 570 (8 GB),8 GB RAM,需要 20 GB 可用空间,附注事项: Windows Compatible Mouse & Keyboard. Onmline Connection required. Controller highly recommended
1623730,Palworld / 幻兽帕鲁,i5-3570K 3.4 GHz 4 Core,GeForce GTX 1050 (2GB),16 GB RAM,需要 40 GB 可用空间,附注事项: Internet connection required for multiplayer. SSD required.,i9-9900K 3.6 GHz 8 Core,GeForce RTX 2070,32 GB RAM,需要 40 GB 可用空间,附注事项: Internet connection required for multiplayer. SSD required.
413150,Stardew Valley,2 Ghz,"256 mb video memory, shader model 3.0+",2 GB RAM,需要 500 MB 可用空间,,,,,,
1086940,博德之门3,Intel I5 4690 / AMD FX 8350 / Snapdragon X Elite,Nvidia GTX 970 / RX 480 / Intel Arc A380 / Qualcomm Adreno X1 (4GB+ of VRAM),8 GB RAM,需要 150 GB 可用空间,附注事项: SSD required,Intel i7 8700K / AMD r5 3600,Nvidia 2060 Super / RX 5700 XT / Intel Arc A580 (8GB+ of VRAM),16 GB RAM,需要 150 GB 可用空间,附注事项: SSD required
1903340,光与影：33号远征队,Intel Core i7-8700K / AMD Ryzen 5 1600X,NVIDIA GeForce GTX 1060 6 GB / AMD Radeon RX 5600 XT 6 GB / Intel Arc A380 6 GB,8 GB RAM,需要 55 GB 可用空间,附注事项: 需要SSD。最低规格允许以1080p 30FPS低设置进行游戏。,Intel Core i7-12700K / AMD Ryzen 7 5800X,NVIDIA GeForce RTX 3060 Ti 8 GB / AMD Radeon RX 6800 XT 16 GB,16 GB RAM,需要 55 GB 可用空间,附注事项: 需要SSD。推荐规格允许以1080p 60FPS高设置进行游戏。
1407200,World of Tanks,Intel Core i5-3330 / AMD FX-6300,NVIDIA GeForce GTX 460 / AMD Radeon HD 8770，1280x768分辨率,4 GB RAM,需要 70 GB 可用空间,附注事项: 如果玩家的电脑配置低于最低要求，我们将无法保证游戏运行的稳定性，而处理器不支持DirectX功能级别11_0的电脑，也无法保证游戏客户端正常运行。,Intel Core i3-9100F / AMD Ryzen 3 3100,Nvidia GTX 1650 / AMD Radeon RX 580,16 GB RAM,需要 70 GB 可用空间,
2592160,Dispatch,2.0 GHz,Nvidia GTX 970 或类似显卡,2 GB RAM,需要 15 GB 可用空间,,Processor: Intel(R) Core(TM) i5-7400 CPU / AMD Ryzen 5 2600 or higher,NVIDIA GTX 1050 / AMD Radeon RX 580,16 GB RAM,需要 15 GB 可用空间,
2001120,双影奇境,Intel Core i5-6600K or AMD Ryzen 5 2600X,NVIDIA GeForce GTX 970 - 4GB or Radeon RX 470 - 4GB,16 GB RAM,需要 85 GB 可用空间,附注事项: Resolution: 1920x1080 Native FPS: 30 Graphics Settings Preset: Low,Intel Core i7-11700k or AMD Ryzen 7 5800X,NVIDIA GeForce RTX 3070 - 8GB or AMD Radeon 6700 XT - 12GB,16 GB RAM,需要 85 GB 可用空间,附注事项: Resolution: 2560x1440 Native FPS: 60 Graphics Settings Preset: High
2947440,SILENT HILL f,Intel Core i5-8400 / AMD Ryzen 5 2600,NVIDIA® GeForce® GTX 1070 Ti or AMD Radeon™ RX 5700,16 GB RAM,需要 50 GB 可用空间,附注事项: Playing on minimum requirements should enable to play on Performance quality settings in 30 at 720p. SSD is recommended.,Intel Core i7-9700 / AMD Ryzen 5 5500,NVIDIA® GeForce® RTX 2080 or AMD Radeon™ RX 6800XT,16 GB RAM,需要 50 GB 可用空间,附注事项: Playing on recommended requirements should enable to play on Performance settings in 60 FPS or Quality settings in 30 FPS at FullHD (or 4k using DLSS or similar technology). SSD required.
2358720,黑神话：悟空,Intel Core i5-8400 / AMD Ryzen 5 1600,NVIDIA GeForce GTX 1060 6GB / AMD Radeon RX 580 8GB,16 GB RAM,需要 130 GB 可用空间,附注事项: 支持机械硬盘（HDD），推荐使用固态硬盘（SSD）。以上配置均在启用DLSS/FSR/Xess技术的情况下进行测试。,Intel Core i7-9700 / AMD Ryzen 5 5500,NVIDIA GeForce RTX 2060 / AMD Radeon RX 5700 XT / INTEL Arc A750,16 GB RAM,需要 130 GB 可用空间,附注事项: 需要使用固态硬盘（SSD）。以上配置均在启用DLSS/FSR/Xess技术的情况下进行测试。
2073620,暗区突围：无限,Intel Core i5-7500 or AMD Ryzen 5 1400,NVIDIA GTX 960 2G or AMD Radeon RX 5500 or Intel Arc A380,12 GB RAM,需要 70 GB 可用空间,,Intel Core i7-9700 or AMD Ryzen 5 3600X,NVIDIA RT X2060 or AMD Radeon Rx 6600,16 GB RAM,需要 70 GB 可用空间,
3241660,R.E.P.O.,Core i5 6600,GTX 970,8 GB RAM,需要 1 GB 可用空间,,Intel Core i7 8700,GTX 1070,8 GB RAM,需要 1 GB 可用空间,
2767030,漫威争锋,Intel Core i5-6600K or AMD Ryzen 5 1600X,NVIDIA GeForce GTX 1060 / AMD RX 580 / Intel Arc A380,16 GB RAM,需要 70 GB 可用空间,附注事项: 为了更流畅的游戏体验，我们建议您将游戏安装在SSD硬盘上,Intel Core i5-10400 or AMD Ryzen 5 5600X,NVIDIA GeForce RTX 2060 (Super) / AMD RX 5700-XT / Intel Arc A750,16 GB RAM,需要 70 GB 可用空间,附注事项: 为了更流畅的游戏体验，我们建议您将游戏安装在SSD硬盘上
553850,HELLDIVERS™ 2,Intel Core i7-4790K or AMD Ryzen 5 1500X,NVIDIA GeForce GTX 1050 Ti or AMD Radeon RX 470,8 GB RAM,需要 135 GB 可用空间,,Intel Core i7-9700K or AMD Ryzen 7 3700X,NVIDIA GeForce RTX 2060 or AMD Radeon RX 6600XT,16 GB RAM,需要 135 GB 可用空间,附注事项: SSD Recommended
1364780,Street Fighter 6,Intel Core i5-7500 / AMD Ryzen 3 1200,GTX1060 (VRAM 6GB) / Radeon RX 580 (VRAM 4GB),8 GB RAM,需要 60 GB 可用空间,附注事项: - The framerate may drop during graphic-intensive scenes. - Additional storage is required for each subsequent update.,Intel Core i7 8700 / AMD Ryzen 5 3600,RTX2070 / Radeon RX 5700XT,16 GB RAM,需要 60 GB 可用空间,附注事项: - The framerate may drop during graphic-intensive scenes. - Additional storage is required for each subsequent update.
949230,Cities: Skylines II 都市：天际线2,Intel® Core™ i7-6700K | AMD® Ryzen™ 5 2600X,Nvidia® GeForce™ GTX 970 (4 GB) | AMD® Radeon™ RX 480 (8 GB),8 GB RAM,需要 60 GB 可用空间,,Intel® Core™ i5-12600K | AMD® Ryzen™ 7 5800X,Nvidia® GeForce™ RTX 3080 (10 GB) | AMD® Radeon™ RX 6800 XT (16 GB),16 GB RAM,需要 60 GB 可用空间,
275850,No Man's Sky 无人深空,Intel Core i3,"Nvidia GTX 1060 3GB, AMD RX 470 4GB, Intel UHD graphics 630",8 GB RAM,需要 15 GB 可用空间,,,,,,
1938090,使命召唤®,AMD 锐龙™ 5 1400或英特尔® 酷睿™ i5-6600,"AMD Radeon™ RX 470, NVIDIA® GeForce® GTX 970 / 1060或Intel® Arc™ A580",8 GB RAM,,附注事项: 固态硬盘在发布时需要有161GB的可用空间,AMD 锐龙™ 5 1600X或英特尔® 酷睿™ i7-6700K,AMD Radeon™ RX 6600XT或NVIDIA® GeForce® RTX 3060或Intel® Arc™ B580,12 GB RAM,,附注事项: 固态硬盘在发布时需要有161GB的可用空间
3450310,Europa Universalis V,Intel® Core™ i7-8700K | AMD® Ryzen™ 5 3600,Nvidia® GeForce™ GTX 1060 (6GB) | AMD® Radeon™ RX 580 (8GB) | Intel® Arc™ A380 (6GB) | Intel® Arc™ 140V,16 GB RAM,需要 20 GB 可用空间,,Intel® Core™ i7-14700K | AMD® Ryzen™ 7 7800X3D,Nvidia® GeForce™ RTX 3060 Ti (8GB) | AMD® Radeon™ RX 6700 XT (12 GB),32 GB RAM,需要 20 GB 可用空间,
2124490,SILENT HILL 2,Intel Core i7-6700K | AMD Ryzen 5 3600,NVIDIA® GeForce® GTX 1070 Ti or AMD Radeon™ RX 5700 or Intel® Arc™ A750,16 GB RAM,需要 50 GB 可用空间,附注事项: Playing on minimum requirements should enable to play on Low/Medium quality settings in FullHD (1080p) in stable 30 FPS. SSD is recommended.,Intel Core i7-8700K | AMD Ryzen 5 3600X,NVIDIA® GeForce® 2080RTX or AMD Radeon™ 6800XT,16 GB RAM,需要 50 GB 可用空间,"附注事项: Playing on recommended requirements should enable to play on Medium quality settings in 60 FPS or High quality settings in 30 FPS, in FullHD (or 4k using DLSS or similar technology). SSD is recommended."
447040,Watch_Dogs® 2,"Intel Core i5 2400s @ 2.5 GHz, AMD FX 6120 @ 3.5 GHz or better","NVIDIA GeForce GTX 660 with 2 GB VRAM or AMD Radeon HD 7870, with 2 GB VRAM or better - See supported List*",6 GB RAM,需要 27 GB 可用空间,"附注事项: Minimum specs above for 720p , 30+ FPS, Low graphic settings // Periphericals: Microsoft Xbox One Controller, DUALSHOCK® 4 Controller, Windows-compatible keyboard, mouse, optional controller / Multiplayer: 256 kbps or faster broadband connection / Note: This product supports 64-bit operating systems only. Laptop versions of these cards may work, but are not officially supported. For the most up-to-date requirement listings, please visit the FAQ on our support website at . High speed internet access and a valid Ubisoft account are required to activate the game after installation, to authenticate your system and continue gameplay after any re-activation, access online features, play online or unlock exclusive content. Game contains EasyAntiCheat anti-cheat technology and Denuvo anti-tamper technology.","Intel Core i5 3470 @ 3.2 GHz, AMD FX 8120 @ 3.9 GHz","NVIDIA GeForce GTX 780 | AMD Radeon R9 290, with 3GB VRAM or better - See supported List*",8 GB RAM,需要 27 GB 可用空间,"附注事项: Recommended specs above for 1080p , 30+ FPS, High graphic settings // SUPPORTED VIDEO CARDS AT TIME OF RELEASE: • NVIDIA® GeForce® GTX600 Series: GTX660 or better / GeForce® GTX700 Series: GTX760 or better / GeForce® GTX900 Series: GTX950 or better / GeForce® GTX1000 Series: GTX1060 or better. • AMD Radeon™ HD 7000 series: Radeon™ HD7870 or better / Radeon™ 200 series: Radeon R9 270 or better / Radeon™ 300/Fury X series: Radeon™ R9 370 or better / Radeon 400 series: Radeon RX460 or better. Game contains EasyAntiCheat anti-cheat technology and Denuvo anti-tamper technology."
3949040,我们到了吗？,Core i7-3820 or equivalent,NVidia 970 or equivalent,8 GB RAM,需要 3200 MB 可用空间,附注事项: Friends to play with,Ryzen 9 3900XT or equivalent,NVidia 3060 or equivalent,12 GB RAM,需要 3200 MB 可用空间,附注事项: Microphone to guide your friends
3606480,Call of Duty®: Black Ops 7,AMD 锐龙™ 5 1400或英特尔® 酷睿™ i5-6600,"AMD Radeon™ RX 470, NVIDIA® GeForce® GTX 970 / 1060或Intel® Arc™ A580",8 GB RAM,,附注事项: 固态硬盘在发布时需要有161GB的可用空间,AMD 锐龙™ 5 1600X或英特尔® 酷睿™ i7-6700K,AMD Radeon™ RX 6600XT或NVIDIA® GeForce® RTX 3060或Intel® Arc™ B580,12 GB RAM,,附注事项: 固态硬盘在发布时需要有161GB的可用空间
2622000,吉星派对,intel core i5,NVIDIA GeForce GTX 750,8 GB RAM,需要 4 GB 可用空间,,intel core i7,NVIDIA GeForce GTX 1660,16 GB RAM,需要 4 GB 可用空间,
1245620,艾尔登法环,INTEL CORE I5-8400 or AMD RYZEN 3 3300X,NVIDIA GEFORCE GTX 1060 3 GB or AMD RADEON RX 580 4 GB,12 GB RAM,需要 60 GB 可用空间,附注事项: 估计性能：1080p / 稳定 30fps+ / 中等质量设置。 实际性能可能因您的配置和设置而异。 系统要求可能会发生变化。,INTEL CORE I7-8700K or AMD RYZEN 5 3600X,NVIDIA GEFORCE GTX 1070 8 GB or AMD RADEON RX VEGA 56 8 GB,16 GB RAM,需要 60 GB 可用空间,附注事项: 估计性能：1080p / 60fps / 高等质量设置。 实际性能可能因您的配置和设置而异。 系统要求可能会发生变化。
236390,War Thunder,Dual-Core 2.2 GHz,DirectX 11 level video card: AMD Radeon 77XX / NVIDIA GeForce GTX 660. The minimum supported resolution for the game is 720p.,4 GB RAM,需要 40 GB 可用空间,,Intel Core i5 or Ryzen 5 3600 or better,"DirectX 11 level video card or higher and drivers: Nvidia GeForce 1060 and higher, Radeon RX 570 and higher",16 GB RAM,需要 95 GB 可用空间,
1551360,极限竞速：地平线 5,Intel i5-4460 or AMD Ryzen 3 1200,"NVidia GTX 970, AMD RX 470, OR Intel Arc A380",8 GB RAM,需要 110 GB 可用空间,,Intel i5-8400 or AMD Ryzen 5 1500X,"NVidia GTX 1070, AMD RX 590, OR Intel Arc A750",16 GB RAM,需要 110 GB 可用空间,
1771300,天国：拯救2,"Intel Core i5-8400, AMD Ryzen 5 2600","NVIDIA GeForce GTX 1060 (6GB), AMD Radeon RX 580",16 GB RAM,需要 100 GB 可用空间,附注事项: SSD required,"Intel Core i7-13700K, AMD Ryzen 7 7800X3D","NVIDIA GeForce RTX 4070, AMD Radeon RX 7800 XT",32 GB RAM,需要 100 GB 可用空间,附注事项: SSD required
1943950,Escape the Backrooms,Intel Core i3,NVIDIA GeForce GTX 650,8 GB RAM,需要 25 GB 可用空间,附注事项: 要求可能在未来的更新中发生变化。,AMD Ryzen™ Threadripper™ PRO 7985WX Processor (3.20 GHz up to 5.10 GHz),NVIDIA RTX™ 4080 16GB GDDR6,16 GB RAM,需要 25 GB 可用空间,
